En el principio , Dios creó los cielos y la tierra .	Only Paraguayan Guarani (gug) copied here.
Y Agripa dijo a Festo : Podría ser puesto en libertad este hombre , si no hubiera apelado al César .	Ha Agripa he'i Féstope : — Ikatu vaerã mo'ã ojepoi ko kuimba'égui , ha'e voi ndojeruréi rire ombojovake haguã chupe Romagua mburuvicha pavẽ .
Cuando se decidió que deberíamos embarcarnos para Italia , fueron entregados Pablo y algunos otros presos a un centurión de la compañía Augusta , llamado Julio .	Oñembopy'a peteĩvo hikuái ore mondóvo Itáliape , omoĩ Pablo ha ambue kuéra ipokuapýva peteĩ mburuvicha Julio hérava pópe , ha iñorãirõhára kuéra aty héra Roma ruvicha guasu aty .
Nos embarcamos , pues , en un barco del puerto de Adramitio que estaba a punto de salir para los puertos de Asia . Estaba también con nosotros Aristarco , que era de Tesalónica , ciudad de Macedonia .	Rojupi peteĩ várko Adramítiope , ha osẽtamava umi Asia rupigua táva várko kuéra oñembojaha gotyo . Oĩ avei ore ndive Aristarco Tesalonicagua , Macedonia pegua táva .
Al día siguiente , cuando atracamos en Sidón , Julio fue muy amable con Pablo y le permitió desembarcar para visitar a sus amigos , a fin de que ellos pudieran proveer sus necesidades .	Upe ára ambuépe roguahẽ Sidón táva , várko oñembojahápe . Upépe Julio imba'e porã Pablo ndive ha oheja chupe oho iñirũ nguéra rechávo , ha ha'e kuéra oñangarekóvo hese .
Y , haciéndonos a la mar desde allí , navegamos al [ abrigo de ] Chipre , por ser contrarios los vientos ;	Rosẽvo Sidóngui rohasa Chipre rupi roñemo'ã haguã yvytúgui , oipeju vaígui pe yvytu .
Después de cruzar el mar frente a Cilicia y Panfilia , arribamos a Mira , una ciudad de Licia .	Rohasa Cilicia ha Panfilia rembe'y rupi ha roguahẽ Mira , Licia pegua távape .
Allí el centurión halló una nave alejandrina que iba para Italia , y nos embarcó en ella .	Pe mburuvicha ojuhu upépe peteĩ várko Alejandriagua ohóva Itáliape ha ore mbohasa upévape roho haguã .
Después de muchos días de lento navegar , llegamos a duras penas a la altura de Cnido . Pero como el viento no nos permitía aproximarnos , buscamos el abrigo de la isla de Creta , navegando hacia el cabo Salmón .	Heta ára aja roho mbegue ha hasypeve roguahẽ Cnido renondépe . Oipeju vaígui gueteri pe yvytu rohasa Salmoná renondépe , rombojerévo Creta , yvy yguasu mbyte pegua ,
y navegando con dificultad a lo largo de la costa , llegamos a un lugar llamado Buenos Puertos , cerca del pueblo de Lasea .	ha roho asývo hembe'ýre , roguahẽ peteĩ héravape Várko ypegua oñembojaha Porã , táva Lasea ypýpe .
Pasaron muchos días , incluso el día del Perdón , así que era muy arriesgado continuar con la navegación . Entonces Pablo les hizo una observación .	Heta árama ohasa ha ivaíma ojeho haguã yguasu rupi , hi'aguĩmagui ára ro'y . Upévare Pablo he'i chupe kuéra :
diciéndoles : " Amigos , veo que de seguro este viaje va a ser con perjuicio y graves pérdidas , no sólo del cargamento y de la nave , sino también de nuestras vidas . "	— Karai kuéra , che ahecha ko ñande jeho ivai etereitaha , oñehunditaha ñane várko ha ñane mba'e pohýi kuéra , ha ñande jepe ikatu avei ñamanomba .
Pero el capitán de los soldados hizo más caso al dueño del barco y al capitán del mismo que a Pablo .	Pe mburuvicha katu ojapysakave pe várko jára ha várko ruvicháre , ha ndojapói pe Pablo he'íva .
Y como el puerto no era adecuado para invernar , la mayoría tomó la decisión de hacerse a la mar desde allí , por si les era posible arribar a Fenice , un puerto de Creta que mira hacia el nordeste y el sudeste , y pasar el invierno allí .	Ha pe várko oñembojaha naiporãigui ojehasa haguã upépe ára ro'y , haimete opavave oñandu iporãvetaha osẽ hikuái upégui ha oñeha'ã ohupyty Fenice , várko oñembojaha Creta pegua , oma'ẽva yvatévo kuarahy reike gotyo ha Yvy gotyo kuarahy resẽ gotyo , ohasa haguã upépe ára ro'y .
Pensando que podrían seguir el viaje porque comenzaba a soplar un viento suave del sur , salieron y navegaron junto a la costa de Creta .	Oimo'ãgui hikuái ikatuha ohove , oñepyrũ haguére oipeju yvytu vevýi yvývo guiogua , osẽ hikuái Creta rembe'y rupi .
Pero no mucho después , desde tierra comenzó a soplar un viento huracanado que se llama Euroclidón ( viento del nordeste ) ,	Ha upe riremínte peteĩ yvytu pochy yvatévo kuarahy resẽ guioguáva , ondyry pe mbayrúre .
Los marineros no pudieron girar el barco para hacerle frente al viento , así que se dieron por vencidos y se dejaron llevar por la tormenta .	Ha oñepyrũ oguerotyryry . Ndaikatúigui romoma'ẽ ore várko pe yvytúre , roheja mante ore reraha .
Luego marchamos al [ abrigo de ] cierta isleta llamada Cauda , y sin embargo apenas pudimos tomar posesión del esquife [ que estaba en la popa ] .	Rohasa peteĩ yvy michĩ y mbytepeguáva , Cauda hérava rapykue rupi , upe yvytu naimbareteihápe , ha hasy peve rohupi upe kanóa rojupi haguãme ro'yguýrõ guarã .
Después los marineros ataron cuerdas alrededor del casco del barco para reforzarlo . Tenían miedo de que el barco fuera llevado a los bancos de arena de Sirte , frente a la costa africana , así que bajaron el ancla flotante para disminuir la velocidad del barco y se dejaron llevar por el viento .	Ohupi rire , oiporu hikuái tukumbo omyatã haguã pe várko . Upéi , okyhyjégui opa'ãrõ guarã upe yvyku'ity Sirte héravape , oity hikuái várko mombytaha vevýi ha oheja yvytu ogueraha chupe kuéra .
Al día siguiente , mientras éramos sacudidos furiosamente por la tormenta , comenzaron a arrojar la carga .	Upe ára ambuépe upe ára ipochyve , ha upévare oñepyrũ hikuái oity yguasúpe umi mba'e pohýi várko pegua ,
Luego , al día siguiente , hasta arrojaron al agua parte del equipo del barco .	ha upe ára mbohapyhápe ipo teépe omombopa avei umi várko sã nguéra .
Pues bien , cuando no aparecieron ni sol ni estrellas por muchos días , y teníamos encima una tempestad no pequeña , toda esperanza de salvarnos por fin se nos iba acabando .	Heta ára ndorohechavéi kuarahy térã mbyja kuéra , ha ndopírigui pe yvytu ratã ore nupãva , noroha'arõ véima rosẽne haguã ore rekove .
Y cuando hubo durado mucho tiempo la abstención de alimentos , entonces Pablo se puso de pie en medio de ellos y dijo : “ Varones , ciertamente debieran haber tomado mi consejo y no haberse hecho a la mar desde Creta y haber sufrido este daño y pérdida .	Arémagui ndorokaruvéi hague , Pablo oñembo'y mbytépe kuéra ha he'i : — Karai kuéra , iporãve vaerã mo'ã che rendu ha nañasẽi rire Crétagui ani haguã ojehu ñandéve ko'ã mba'e .
Pero yo les pido que no pierdan el ánimo , pues ninguno de ustedes perderá la vida . Solamente se perderá la nave .	Opáichavo , ani pejepy'apy . Avave peẽ kuérava nomano mo'ãi , oñehundítarõ jepe ko várko .
Pues anoche se me apareció un ángel del Dios a quien pertenezco y sirvo ,	Ko pyharépe ojechauka kuri chéve peteĩ Tupã che Jára , che ambyajéva , remimbou ,
y me dijo : “ No tengas miedo , Pablo , porque tienes que presentarte ante el emperador romano , y por tu causa Dios va a librar de la muerte a todos los que están contigo en el barco . ”	ha he'i chéve : ‘ Ani rekyhyje Pablo , reho vaerã niko Romagua mburuvicha pavẽ rendápe , ha nde rehehápe Tupã ndoheja mo'ãi omano avave ko várkope ne ndive oĩva . ’
Así que ¡ ánimo , señores ! Confío en Dios que sucederá tal y como se me dijo .	Aipórõ karai kuéra , peñemokyre'ỹ , ajeroviágui Tupã rehe ha aikuaa porã opa mba'e ojehutaha hemimbou he'i haguéicha chéve .
Pero tenemos que encallar en cierta isla .	Opáichavo jaháta jajejoso peteĩ yvýre , yguasu mbytépe guáre .
Llegada la decimocuarta noche , mientras éramos llevados a la deriva en el mar Adriático , a eso de la medianoche los marineros presentían que se estaban acercando a tierra .	Peteĩ pyharépe , mokõi semána roho rire , rojejuhu jave yguasu Adriáticope , pe yvytu ore reraha jave ápe ha pépe , pyharepytévo , umi kuimba'e várko rerahaha ohecha kuaa roñemoaguĩha yvýgui .
Lanzaron entonces la sonda , y hallaron que había veinte brazas de fondo ; poco después volvieron a lanzarla , y había quince brazas .	Oha'ã hikuái pe y hypykue ha ojuhu ohupytyha 36 métro , ha upéi oha'ã jey ha ojuhu 27 métro .
Por miedo de chocar contra las rocas , echaron cuatro anclas por la parte de atrás del barco , mientras pedían a Dios que amaneciera .	Ha okyhyjégui rojejapi ramo guarã ita guasu kuérare , omboguejy hikuái irundy várko mombytaha pe mbayru rapykue guio , ojerure aja Tupãme ko'ẽ haguã .
En un intento por escapar del barco , los marineros comenzaron a bajar el bote salvavidas al mar , con el pretexto de que iban a echar algunas anclas desde la proa .	Umi várko mboguataha katu okañyse mo'ã várkogui ha upevarã oñepyrũ omboguejy ýpe pe kanóa ku omboguejýtarõ guáicha gua'u pe várko mombytaha henondepegua .
Así que Pablo les dijo al oficial al mando y a los soldados : « Todos ustedes morirán a menos que los marineros se queden a bordo » .	Pablo katu omomarandu pe mburuvicha ha ñorãirõhára kuérape he'ívo : Ko'ãva opyta'ỹrõ ko várkope peẽ ndaikatu mo'ãi pesẽ ivaívagui .
Así que los soldados cortaron las amarras del bote salvavidas y lo dejaron caer al agua .	Upérõ umi ñorãirõhára oikytĩ pe kanóa sã ha oheja ho'a ýpe .
Cuando empezó a amanecer , Pablo animó a todos a que comieran . « Ustedes han estado tan preocupados que no han comido nada en dos semanas — les dijo — .	Ko'ẽjúvo Pablo he'i opavavépe okaru haguã . He'i chupe kuéra : — Ojapóma mokõi semána ndape'uiha mba'eve , peha'arõvo upe ojehútava .
Les ruego que coman algo , pues lo necesitan para sobrevivir . Ninguno de ustedes perderá ni un solo cabello de la cabeza . »	Ajerure peẽme pekaru haguã . Kóva tekotevẽ peikovesevérõ . Avavéguiko ndo'a mo'ãi peteĩ iñakã raguénte jepe .
Dicho esto , tomó pan y dio gracias a Dios delante de todos . Luego lo partió y comenzó a comer .	He'ívo upéva Pablo ohupi ipópe mbuja ha ome'ẽ Tupãme ijaguije opavave rovake . Oipehe'ã ha oñepyrũ ho'u .
Todos se animaron y también comieron .	Upéi opavave oñemokyre'ỹ ha ho'u avei .
Los que estábamos en la nave éramos un total de doscientas setenta y seis personas .	Umi roĩva várkope rohupyty 276 .
Después de haber comido lo que quisieron , echaron el trigo al mar para aligerar el barco .	Ho'upa rire pe ho'uséva , oity hikuái pe yguasúpe ombovevyive haguã pe várko .
Cuando se hizo de día , no reconocían la tierra , pero podían distinguir una bahía que tenía playa , y decidieron lanzar la nave hacia ella , si les era posible .	Ko'ẽmba rire , umi várko mboguataha ndoikuaái mba'e yvýpa upéva , opáichavo ohecha peteĩ hendápe hembe'yha , ha oñembopy'a peteĩ oñeha'ãvo omboja upe gotyo pe várko .
Y cortando las anclas , las dejaron en el mar , aflojando al mismo tiempo las amarras de los timones ; e izando la vela de proa al viento , se dirigieron hacia la playa .	Oikytĩ hikuái pe várko mombytaha sã nguéra ha oheja yguasúpe , ojora avei hikuái umi rrémo , hapykue pegua sã . Upéi katu ohupi hikuái yvytúre pe várko ao oipejuha yvytu henonde pegua , ha pe várko oñepyrũ oñemboja pe y rembe'ýre .
Pero fue a dar en un banco de arena , donde el barco encalló . La parte delantera quedó atascada en la arena , sin poder moverse , mientras la parte de atrás comenzó a hacerse pedazos por la fuerza de las olas .	Opáichavo oho peteĩ yvyku'i atýpe , ha ojejakutu hese . Pe várko renonde opa'ã yvyku'ípe , ikatu'ỹre oku'e , ha pe hapykue oñepyrũ opẽmba oñenupã hatã etereígui hese upe y pochy .
Entonces los soldados acordaron matar a los presos , para que ninguno tratara de fugarse nadando ,	Umi ñorãirõhára ojukase mo'ã ipokuapývape , ani haguã okañy avave ho'ytahápe .
pero el centurión , queriendo salvar a Pablo , impidió su propósito , y ordenó que los que pudieran nadar se arrojaran primero por la borda y llegaran a tierra ,	Pe mburuvicha katu ndohejái ojapo , hakate'ỹgui Páblore . He'i uvei umi ho'yta kuaáva ojeity haguã ýpe ha'e kuéra raẽve ,
y que los demás usaran tablas , o algunos restos de la nave . Fue así como todos pudimos llegar a tierra y salvarnos .	ha umi ambue katu oho haguã hapykuéri , ojekóvo umi yvyra várko pehẽngue kuére . Upéicha osẽmba hikuái okápe .
Una vez a salvo , supimos que la isla se llamaba Malta .	Rosẽmbámarõ okápe roikuaa upe yvy y mbyte pegua heraha Malta .
Allí los habitantes nos trataron con mucha amabilidad . Como estaba lloviendo y hacía mucho frío , nos recibieron a todos con una fogata que hicieron .	Upepegua imba'e porã eterei ore ndive , ha oky ha ro'y etereígui , tuicha ojatapy ha ore renói hikuái rojepe'e haguã .
Pablo , que había recogido un poco de leña seca , la estaba echando al fuego cuando una víbora salió huyendo del calor y se le enredó en la mano .	Pablo ombyaty ra'e jepe'a piru , ha oitývo tatápe , peteĩ mbói osẽ pya'e pe hakuhágui ha oisu'u chupe ipópe .
Cuando los de habla extranjera alcanzaron a ver la criatura venenosa colgando de su mano , empezaron a decirse unos a otros : “ De seguro este hombre es asesino , y aunque logró salir a salvo del mar , la justicia vindicativa no le ha permitido seguir viviendo ” .	Umi upepegua , ohechávo pe mbói osãingóva Pablo póre , he'i hikuái : “ Ko kuimba'e oime vaerã peteĩ porojukahare hína , ajeve osẽrõ jepe yguasúgui , Tupã ndohejái oikove . ”
pero Pablo se sacudió la serpiente en el fuego y no sufrió ningún daño .	Pablo katu oityvyro pe mbói tatápe ha ndojehúi chupe mba'eve .
Esperaban los isleños que se hinchara o que cayera muerto de repente . Pero , después de un largo rato sin que nada le aconteciese , cambiaron de opinión y exclamaron : — ¡ Es un dios !	Opavave oha'arõ irurupa térã ho'árõ omano . Ha heta oha'arõ rire , ohechámarõ ndojehuiha chupe mba'eve , ohecha ojavy hague ha oñepyrũ he'i Pablo ha'eha peteĩ tupã .
Cerca de la costa adonde llegamos , había una propiedad que pertenecía a Publio , el funcionario principal de la isla . Él nos recibió y nos atendió con amabilidad por tres días .	Aguĩ upégui oĩ yvy kuéra peteĩ poguasu upepegua , Publio hérava , mba'éva . Ha'e ore moguahẽ ha oñangareko porã eterei ore rehe mbohapy ára .
Pero aconteció que el padre de Publio estaba acostado , angustiado con fiebre y disentería , y Pablo entró a donde él y oró , puso las manos sobre él , y lo sanó .	Ha Publio ru oĩ hupápe , hasy akãnundu ha tye ruguýgui . Pablo oho oñandúvo chupe ha oñembo'e rire , omoĩ ipo hese ha omonguera .
Como consecuencia de esto , los demás enfermos de la isla también acudían y eran sanados .	Upémarõ ou avei heta ambue hasýva upepegua , ha omonguerapa avei .
Nos llenaron de atenciones , y después , al embarcarnos de nuevo , nos dieron todo lo necesario para el viaje .	Heta ore rerohory , ha upéi rojupi jeývo várkope , ore mbyavío heta hikuái .
Tres meses después , nos hicimos a la vela en un barco de Alejandría que había invernado en la isla y que llevaba el mascarón de proa “ Hijos de Zeus ” .	Ropyta rire mbohapy mése Máltape , rojupi peteĩ várkope ohasa vaekue upépe umi ára ro'y . Upéva peteĩ várko Alejandría pegua , ha ogueraha ipoyvi vevépe tupã nguéra Cástor ha Pólux ra'ãnga .
Llegamos a Siracusa , y allí nos quedamos tres días .	Roguahẽ várko oñembojaha Siracúsape , ha upépe ropyta mbohapy ára .
De allí navegamos hasta Regio . Un día después , un viento del sur empezó a soplar , de manera que , al día siguiente , navegamos por la costa hasta Poteoli .	Upégui rohove roguahẽ meve Régiope . Upe ára ambuépe roguereko yvytu yvy gotyo guio oipejúva ha peteĩ ára rire roguahẽ Pozzuólipe .
donde encontramos a algunos hermanos que nos invitaron a quedarnos con ellos una semana ; y así , finalmente , llegamos a Roma .	Upépe rojuhu ore pehẽngue Jesús reroviaha oipotáva ropyta hendive kuéra peteĩ semána , ha upéi ipahápe roguahẽ Rómape .
